Cost Center	Subject	Training Type	Course Code	Training Title	Session ID	Facility	Training Attendee Status	Registration Date	Transcript Assigned Date	Training Due Date	Part Name	Part Start Time	Part End Time	Part Time Zone	Completion Date	Last Transcript Status Change Date	Time in Training	Training Hours	Credit Hours	Provider	Version Number
		Online Class		IWA2-5. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA3-1. Creating a compelling Vision for your project			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA3-2. Current Reality vs Desired Results			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA3-3. The Stakeholder Influence Process			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.58	0	(SEU) Sales&Marketing School	1
		Online Class		IWA3-4. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA4-1. The Stakeholder Map			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA4-2. Identifying Key Stakeholders			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA4-3. The Stakeholder Strategy ? Project Application			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA4-4. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA5-1. Reciprocity			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA5-2. The Skill of Matching			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA5-3. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA6-1. The 4 Dimensions of Influencing			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.33	0	(SEU) Sales&Marketing School	1
		Online Class		IWA6-2. Adapting ? Influencing Tactics			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA6-3. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA7-1. Exploring Trust			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA7-2. The ABCD Model of Trust			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.33	0	(SEU) Sales&Marketing School	1
		Online Class		IWA7-3. The Emotional Bank Account			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA7-4. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-1. Preparing an Influencing Plan for My Project			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.25	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-2. The Stakeholder Management Plan			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-3. Implementing Your Influencing Plan			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-4. Problem Solving			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-5. Self Motivation			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.17	0	(SEU) Sales&Marketing School	1
		Online Class		IWA8-6. Action Steps			Registered	3/26/2025 10:08	3/26/2025 10:08							3/26/2025 10:08	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 10:29	4/7/2025 10:29						4/22/2025 14:31	4/22/2025 14:31	24	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/7/2025 10:29	4/7/2025 10:29							4/7/2025 10:29	0	5	0	(SEU) Sales&Marketing School	5
	 [Mandatory(Compliance, EHS)], Core	Curriculum		Samsung lettermark guidelines(for DX sales & marketing)			In Progress	3/19/2025 14:38	3/19/2025 14:38							3/19/2025 14:38	0	2.08	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Expertise	Online Class		Samsung Marketing Index Standardization			Registered	4/7/2025 10:29	4/7/2025 10:29							4/7/2025 10:29	0	0.5	0	(SEU) Sales&Marketing School	1
		Material		SELF100 W/B Decision Making			Registered	4/7/2025 10:30	4/7/2025 10:30							4/7/2025 10:30	0	0	0	(SEU) Leadership School	2
	 [Marketing], [Sales], Expertise	Online Class		The CORE Foundation			In Progress	3/26/2025 10:06	3/26/2025 10:06							3/26/2025 10:06	1	2.5	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Expertise	Online Class		TIM overview			Registered	4/7/2025 10:29	4/7/2025 10:29							4/7/2025 10:29	0	0.08	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 22:15	2/1/2025 22:15						5/20/2025 11:40	5/20/2025 11:40	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:26						2/12/2025 15:30	5/13/2025 12:26	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:26	5/13/2025 12:26		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:26	90	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:01	4/8/2025 7:01						4/22/2025 8:58	4/22/2025 8:58	15	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 23:53	2/1/2025 23:53							2/1/2025 23:53	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:24	4/8/2025 7:24						4/15/2025 14:17	4/15/2025 14:17	15	0.25	0	(SEU) Sales&Marketing School	1
		External Content		Vector Databases: from Embeddings to Applications			In Progress	1/2/2025 17:25	1/2/2025 17:25							1/2/2025 17:25	0	1	0	External Content	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 22:02	2/1/2025 22:02						6/2/2025 13:33	6/2/2025 13:33	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:26						2/12/2025 15:30	5/13/2025 12:26	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:26	5/13/2025 12:26		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:26	90	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:58	4/8/2025 6:58						4/11/2025 12:04	4/11/2025 12:04	52	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		The Complete Agentic AI Engineering Course (2025)			In Progress	5/11/2025 5:20									41	17	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 0:05	2/2/2025 0:05							2/2/2025 0:05	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Registered	4/8/2025 7:27	4/8/2025 7:27							4/8/2025 7:27	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 1:10	2/2/2025 1:10							2/2/2025 1:10	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:35						3/28/2025 16:15	5/14/2025 11:35	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:27	5/13/2025 12:27		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:27	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:25	5/14/2025 11:25		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:25	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:35	5/14/2025 11:35		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:35	72090	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:03	4/8/2025 8:03						4/9/2025 10:12	4/9/2025 10:12	46	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 0:04	2/2/2025 0:04							2/2/2025 0:04	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:27	4/8/2025 7:27						5/29/2025 11:12	5/29/2025 11:12	16	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 22:14	2/1/2025 22:14						6/6/2025 12:11	6/6/2025 12:11	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Class		Introduction to Deep Learning with OpenCV			In Progress	2/25/2025 17:53	2/25/2025 17:53							2/25/2025 17:53	0	0.82	0	(LinkedIn Learning) ???? ??	
	 [Software Tools], [Software Tools] Python, Expertise	Online Content		Python For Everybody : Python Programming MADE EASY			In Progress	6/6/2025 16:11									12	4.85	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:00	4/8/2025 7:00						5/27/2025 10:51	5/27/2025 10:51	22	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:14	2/1/2025 22:14							2/1/2025 22:14	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:00	4/8/2025 7:00						5/7/2025 10:49	5/7/2025 10:49	11	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 23:51	2/1/2025 23:51						4/2/2025 16:54	4/2/2025 16:54	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 9:32	4/7/2025 9:32						4/7/2025 9:49	4/7/2025 9:49	17	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		TensorFlow for Deep Learning Bootcamp			In Progress	5/2/2025 12:36									83	62.95	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:15	2/1/2025 22:15							2/1/2025 22:15	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:01	4/8/2025 7:01						5/20/2025 10:13	5/20/2025 10:13	20	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:15	2/1/2025 22:15							2/1/2025 22:15	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:01	4/8/2025 7:01						5/30/2025 16:12	5/30/2025 16:12	125	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/1/2025 22:00	2/1/2025 22:00						5/29/2025 12:39	5/29/2025 12:39	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		6/9/2025 17:28						2/13/2025 17:00	6/9/2025 17:28	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:26	5/13/2025 12:26		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:26	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/16/2025 15:50	5/16/2025 15:50		CST_Trainings_Q1_2025_Multiple trainings	1/6/2025 11:00	1/6/2025 13:00	IST	1/6/2025 13:00	5/16/2025 15:50	120	2	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/22/2025 11:05	5/22/2025 11:05		CST_Trainings_Q1_2025_MUltiple Trainings	3/17/2025 11:00	3/17/2025 13:00	IST	3/17/2025 13:00	5/22/2025 11:05	120	2	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	6/9/2025 17:28	6/9/2025 17:28		TLC_13 FEB 2025	2/13/2025 15:00	2/13/2025 17:00	IST	2/13/2025 17:00	6/9/2025 17:28	120	2	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 6:58	4/8/2025 6:58						5/28/2025 15:03	5/28/2025 15:03	122	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:10	2/1/2025 22:10							2/1/2025 22:10	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	3/26/2025 7:16	3/26/2025 7:16						5/15/2025 11:24	5/15/2025 11:24	21	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/3/2025 14:54	4/3/2025 14:54							4/3/2025 14:54	0	5	0	(SEU) Sales&Marketing School	5
	 [Manufacturing], Expertise	Curriculum		SCM Advanced			In Progress	4/4/2025 14:32	4/4/2025 14:32							4/4/2025 14:32	0	13.55	0	(SEU) Production School	70
	 [Manufacturing], Expertise	Curriculum		SCM Basic			In Progress	4/4/2025 15:45	4/4/2025 15:45							4/4/2025 15:45	0	4.43	0	(SEU) Production School	47
	 [Marketing], [Sales], Expertise	Online Class		TIM overview			Registered	3/13/2025 14:25	3/13/2025 14:25							3/13/2025 14:25	0	0.08	0	(SEU) Sales&Marketing School	1
		Online Class		Samsung Brand Strategy			In Progress	5/29/2025 10:56	5/29/2025 10:56							5/29/2025 10:56	6	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 23:49	2/1/2025 23:49							2/1/2025 23:49	0	4	0	(SEU) S/W School	1
		External Content		Linux Kernel Debugging: Going Beyond Printk Messages			In Progress	3/26/2025 19:34	3/26/2025 19:34							3/26/2025 19:34	0	0.88	0	External Content	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:23	4/8/2025 7:23						5/23/2025 10:37	5/23/2025 10:37	21	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:16	2/1/2025 22:16							2/1/2025 22:16	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Advanced LangChain Techniques: Mastering RAG Applications			In Progress	1/2/2025 16:17	1/2/2025 16:17							1/2/2025 16:17	56	3.53	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Generative AI for Beginners			Completed	5/21/2025 8:52							5/21/2025 14:26	5/21/2025 14:26	213	3.53	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Learn Manual Software Testing + Agile with Jira Tool			In Progress	3/13/2025 21:36									0	23.05	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Practical Software Testing 2025-Manual+JIRA+API+DB+Selenium			In Progress	3/21/2025 21:36									0	97.55	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:01	4/8/2025 7:01						5/27/2025 16:28	5/27/2025 16:28	117	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Marketing] Integrated marketing communication, Expertise	Online Content		SEO Training Masterclass 2025: Beginner To Advanced SEO			In Progress	6/8/2025 6:30									48	18.65	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 23:50	2/1/2025 23:50							2/1/2025 23:50	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] C#, Expertise	Online Class		Advanced C#: Object-Oriented Programming			In Progress	2/17/2025 13:15	2/17/2025 13:15							2/17/2025 13:15	0	1.77	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:23	4/8/2025 7:23						5/30/2025 19:35	5/30/2025 19:35	14	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:14	2/1/2025 22:14							2/1/2025 22:14	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:00	4/8/2025 7:00						5/27/2025 13:04	5/27/2025 13:04	23	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:11	2/1/2025 22:11							2/1/2025 22:11	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:34						3/28/2025 16:15	5/14/2025 11:34	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:26	5/13/2025 12:26		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:26	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:24	5/14/2025 11:24		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:24	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:34	5/14/2025 11:34		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:34	72090	1.5	0	[SRI-Delhi]HR	1
	 [Business Strategy], [Business Strategy] Business Strategy/Industry Trends, Core	Online Class		Critical Thinking for Better Judgment and Decision-Making			Registered	1/29/2025 11:23	1/29/2025 11:23							1/29/2025 11:23	0	0.93	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Cursor Course: FullStack development with Cursor Vibe Coding			In Progress	5/6/2025 21:32									0	6.88	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Database Management, Expertise	Online Content		Relational Database Design			In Progress	3/14/2025 20:02									17	1.72	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 7:00	4/8/2025 7:00						5/29/2025 17:28	5/29/2025 17:28	123	0.25	0	(SEU) Sales&Marketing School	1
		Material		SELF100 W/B Decision Making			Registered	1/29/2025 11:23	1/29/2025 11:23							1/29/2025 11:23	0	0	0	(SEU) Leadership School	2
		Material		SELF100 W/B Managing Conflict			Registered	1/29/2025 11:13	1/29/2025 11:13							1/29/2025 11:13	0	0	0	(SEU) Leadership School	2
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/1/2025 22:53	2/1/2025 22:53							2/1/2025 22:53	0	4	0	(SEU) S/W School	1
		Online Class		Bank Detail Create & Change Training 2025			Completed	3/25/2025 11:41	3/25/2025 11:41						3/28/2025 14:56	3/28/2025 14:56	373	0	0	[SIEL-S]HR	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 14:49						3/26/2025 16:00	5/23/2025 14:49	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 14:49	5/23/2025 14:49		Budget Approval Training	3/26/2025 15:00	3/26/2025 16:00	IST	3/26/2025 16:00	5/23/2025 14:49	60	1	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			In Progress	3/26/2025 7:20	3/26/2025 7:20							5/30/2025 11:44	0	0.25	0	(SEU) Sales&Marketing School	1
	 [Marketing], [Sales], Core, Expertise	Curriculum		Samsung Essential for Marketing ? Sales			In Progress	4/3/2025 15:00	4/3/2025 15:00							4/3/2025 15:00	0	5	0	(SEU) Sales&Marketing School	5
